unique_id,categorie,groupe,raison,n_jours_promo,n_jours_hors_promo,n_niveaux_reels,volume_total,etalement_jours,mois_couverts,jours_promo_ok,jours_hors_promo_ok,niveaux_reels_ok,volume_ok,etalement_ok,mois_couverts_ok
PRD000192,Bebe & Enfant,eligible_individuel,tous les critères individuels satisfaits,47,257,5,480.0,99,4,True,True,True,True,True,True
PRD000193,Maison & Cuisine,eligible_individuel,tous les critères individuels satisfaits,43,246,3,240.0,107,5,True,True,True,True,True,True
PRD000194,Beaute & Soins,eligible_pooling_categorie,"historique individuel insuffisant (jours_promo_ok, etalement_ok), catégorie utilisée",19,126,2,180.0,50,2,False,True,True,True,False,True
PRD000195,Beaute & Soins,eligible_pooling_categorie,"historique individuel insuffisant (jours_promo_ok, etalement_ok), catégorie utilisée",26,136,2,156.0,50,2,False,True,True,True,False,True
PRD000196,Beaute & Soins,eligible_pooling_categorie,"historique individuel insuffisant (jours_promo_ok, etalement_ok), catégorie utilisée",19,91,2,237.0,50,2,False,True,True,True,False,True
PRD000197,Sport & Loisirs,eligible_individuel,tous les critères individuels satisfaits,73,473,4,453.0,355,7,True,True,True,True,True,True
PRD000198,Alimentation & Epicerie,eligible_individuel,tous les critères individuels satisfaits,44,502,3,697.0,393,8,True,True,True,True,True,True
PRD000199,Maison & Cuisine,eligible_individuel,tous les critères individuels satisfaits,114,432,4,369.0,493,11,True,True,True,True,True,True
PRD000200,Mode & Vetements,eligible_pooling_categorie,"historique individuel insuffisant (jours_promo_ok), catégorie utilisée",22,156,2,137.0,97,2,False,True,True,True,True,True
PRD000201,Sport & Loisirs,eligible_individuel,tous les critères individuels satisfaits,73,473,4,308.0,355,7,True,True,True,True,True,True
PRD000202,Electronique & High-Tech,non_eligible,aucune promotion observée,0,48,0,39.0,0,0,False,True,False,False,False,False
PRD000203,Telephonie & Accessoires,eligible_individuel,tous les critères individuels satisfaits,103,443,5,591.0,457,11,True,True,True,True,True,True
PRD000204,Alimentation & Epicerie,eligible_individuel,tous les critères individuels satisfaits,37,404,3,878.0,348,6,True,True,True,True,True,True
PRD000205,Alimentation & Epicerie,eligible_individuel,tous les critères individuels satisfaits,44,502,3,634.0,393,8,True,True,True,True,True,True
PRD000206,Alimentation & Epicerie,eligible_individuel,tous les critères individuels satisfaits,44,480,3,882.0,393,8,True,True,True,True,True,True
PRD000207,Electronique & High-Tech,eligible_pooling_categorie,"historique individuel insuffisant (jours_promo_ok, niveaux_reels_ok), catégorie utilisée",24,299,1,697.0,264,3,False,True,False,True,True,True
PRD000208,Bebe & Enfant,eligible_individuel,tous les critères individuels satisfaits,36,176,4,189.0,99,4,True,True,True,True,True,True
PRD000209,Bebe & Enfant,eligible_individuel,tous les critères individuels satisfaits,80,466,6,639.0,412,9,True,True,True,True,True,True
PRD000210,Mode & Vetements,eligible_individuel,tous les critères individuels satisfaits,70,476,5,990.0,513,6,True,True,True,True,True,True
PRD000211,Electronique & High-Tech,eligible_individuel,tous les critères individuels satisfaits,71,475,3,1133.0,460,7,True,True,True,True,True,True
PRD000212,Mode & Vetements,eligible_individuel,tous les critères individuels satisfaits,70,476,5,612.0,513,6,True,True,True,True,True,True
PRD000213,Alimentation & Epicerie,eligible_individuel,tous les critères individuels satisfaits,37,416,3,852.0,348,6,True,True,True,True,True,True
PRD000214,Mode & Vetements,eligible_pooling_categorie,"historique individuel insuffisant (jours_promo_ok), catégorie utilisée",22,236,2,225.0,97,2,False,True,True,True,True,True
PRD000215,Electronique & High-Tech,eligible_individuel,tous les critères individuels satisfaits,65,481,3,1182.0,460,7,True,True,True,True,True,True
PRD000216,Sport & Loisirs,eligible_individuel,tous les critères individuels satisfaits,73,473,4,668.0,355,7,True,True,True,True,True,True
PRD000217,Bebe & Enfant,eligible_individuel,tous les critères individuels satisfaits,68,445,6,382.0,400,8,True,True,True,True,True,True
PRD000218,Mode & Vetements,eligible_pooling_categorie,"historique individuel insuffisant (jours_promo_ok), catégorie utilisée",22,166,2,236.0,97,2,False,True,True,True,True,True
PRD000219,Electronique & High-Tech,eligible_individuel,tous les critères individuels satisfaits,35,344,2,585.0,316,5,True,True,True,True,True,True
PRD000220,Mode & Vetements,eligible_individuel,tous les critères individuels satisfaits,85,461,6,611.0,513,7,True,True,True,True,True,True
PRD000221,Maison & Cuisine,eligible_pooling_categorie,"historique individuel insuffisant (volume_ok), catégorie utilisée",43,130,3,49.0,107,5,True,True,True,False,True,True
PRD000222,Electronique & High-Tech,eligible_individuel,tous les critères individuels satisfaits,79,467,3,1155.0,460,8,True,True,True,True,True,True
PRD000223,Beaute & Soins,eligible_individuel,tous les critères individuels satisfaits,60,486,4,831.0,387,7,True,True,True,True,True,True
PRD000224,Beaute & Soins,eligible_individuel,tous les critères individuels satisfaits,45,501,4,475.0,360,6,True,True,True,True,True,True
PRD000225,Beaute & Soins,eligible_individuel,tous les critères individuels satisfaits,45,501,4,565.0,360,6,True,True,True,True,True,True
PRD000226,Telephonie & Accessoires,eligible_individuel,tous les critères individuels satisfaits,52,335,5,538.0,302,6,True,True,True,True,True,True
PRD000227,Bebe & Enfant,eligible_individuel,tous les critères individuels satisfaits,80,466,6,696.0,412,9,True,True,True,True,True,True
PRD000228,Beaute & Soins,eligible_pooling_categorie,"historique individuel insuffisant (jours_promo_ok, etalement_ok), catégorie utilisée",19,177,2,203.0,50,2,False,True,True,True,False,True
PRD000229,Bebe & Enfant,eligible_individuel,tous les critères individuels satisfaits,72,445,6,587.0,404,8,True,True,True,True,True,True
PRD000230,Bebe & Enfant,eligible_individuel,tous les critères individuels satisfaits,65,425,6,613.0,341,7,True,True,True,True,True,True
PRD000231,Bebe & Enfant,eligible_individuel,tous les critères individuels satisfaits,71,445,6,480.0,403,8,True,True,True,True,True,True
PRD000232,Telephonie & Accessoires,eligible_individuel,tous les critères individuels satisfaits,67,340,5,662.0,317,7,True,True,True,True,True,True
PRD000233,Beaute & Soins,eligible_pooling_categorie,"historique individuel insuffisant (jours_promo_ok, etalement_ok), catégorie utilisée",19,193,2,192.0,50,2,False,True,True,True,False,True
PRD000234,Sport & Loisirs,eligible_individuel,tous les critères individuels satisfaits,73,450,4,586.0,355,7,True,True,True,True,True,True
PRD000235,Maison & Cuisine,eligible_individuel,tous les critères individuels satisfaits,101,358,4,341.0,398,9,True,True,True,True,True,True
PRD000236,Maison & Cuisine,eligible_individuel,tous les critères individuels satisfaits,101,330,4,592.0,398,9,True,True,True,True,True,True
PRD000237,Mode & Vetements,eligible_individuel,tous les critères individuels satisfaits,82,464,6,448.0,513,7,True,True,True,True,True,True
PRD000238,Alimentation & Epicerie,eligible_individuel,tous les critères individuels satisfaits,35,381,3,479.0,346,6,True,True,True,True,True,True
PRD000239,Electronique & High-Tech,eligible_individuel,tous les critères individuels satisfaits,93,453,5,1102.0,460,10,True,True,True,True,True,True
PRD000240,Telephonie & Accessoires,eligible_individuel,tous les critères individuels satisfaits,42,184,4,298.0,137,5,True,True,True,True,True,True
PRD000241,Bebe & Enfant,eligible_individuel,tous les critères individuels satisfaits,36,295,4,441.0,99,4,True,True,True,True,True,True
PRD000242,Telephonie & Accessoires,non_eligible,aucune promotion observée,0,64,0,148.0,0,0,False,True,False,True,False,False
PRD000243,Telephonie & Accessoires,eligible_individuel,tous les critères individuels satisfaits,103,443,5,1395.0,457,11,True,True,True,True,True,True
PRD000244,Maison & Cuisine,eligible_individuel,tous les critères individuels satisfaits,87,303,4,353.0,366,8,True,True,True,True,True,True
PRD000245,Mode & Vetements,eligible_individuel,tous les critères individuels satisfaits,85,461,5,576.0,513,7,True,True,True,True,True,True
PRD000246,Alimentation & Epicerie,eligible_individuel,tous les critères individuels satisfaits,44,426,3,885.0,393,8,True,True,True,True,True,True
PRD000247,Alimentation & Epicerie,eligible_individuel,tous les critères individuels satisfaits,31,191,2,246.0,143,4,True,True,True,True,True,True
PRD000248,Maison & Cuisine,eligible_individuel,tous les critères individuels satisfaits,118,428,4,390.0,455,12,True,True,True,True,True,True
PRD000249,Mode & Vetements,eligible_individuel,tous les critères individuels satisfaits,78,468,5,1165.0,513,7,True,True,True,True,True,True
PRD000250,Telephonie & Accessoires,eligible_individuel,tous les critères individuels satisfaits,42,324,4,593.0,137,5,True,True,True,True,True,True
PRD000251,Beaute & Soins,eligible_individuel,tous les critères individuels satisfaits,45,463,4,318.0,360,6,True,True,True,True,True,True
PRD000252,Telephonie & Accessoires,eligible_individuel,tous les critères individuels satisfaits,103,443,5,1453.0,457,11,True,True,True,True,True,True
PRD000253,Sport & Loisirs,eligible_pooling_categorie,"historique individuel insuffisant (jours_promo_ok, etalement_ok), catégorie utilisée",13,75,2,70.0,23,2,False,True,True,True,False,True
PRD000254,Electronique & High-Tech,eligible_individuel,tous les critères individuels satisfaits,65,474,3,491.0,460,7,True,True,True,True,True,True
PRD000255,Bebe & Enfant,eligible_individuel,tous les critères individuels satisfaits,80,466,6,370.0,412,9,True,True,True,True,True,True
PRD000256,Alimentation & Epicerie,non_eligible,aucune promotion observée,0,53,0,145.0,0,0,False,True,False,True,False,False
PRD000257,Bebe & Enfant,eligible_individuel,tous les critères individuels satisfaits,93,453,6,818.0,433,9,True,True,True,True,True,True
PRD000258,Telephonie & Accessoires,eligible_individuel,tous les critères individuels satisfaits,94,434,5,885.0,443,11,True,True,True,True,True,True
PRD000259,Mode & Vetements,eligible_individuel,tous les critères individuels satisfaits,41,385,2,603.0,393,4,True,True,True,True,True,True
PRD000260,Telephonie & Accessoires,eligible_individuel,tous les critères individuels satisfaits,103,443,5,719.0,457,11,True,True,True,True,True,True
PRD000261,Bebe & Enfant,eligible_pooling_categorie,"historique individuel insuffisant (jours_promo_ok, etalement_ok), catégorie utilisée",19,130,2,92.0,20,2,False,True,True,True,False,True
PRD000262,Maison & Cuisine,eligible_individuel,tous les critères individuels satisfaits,106,440,4,614.0,455,10,True,True,True,True,True,True
PRD000263,Bebe & Enfant,eligible_individuel,tous les critères individuels satisfaits,65,417,6,574.0,341,7,True,True,True,True,True,True
PRD000264,Alimentation & Epicerie,eligible_individuel,tous les critères individuels satisfaits,44,502,3,817.0,393,8,True,True,True,True,True,True
PRD000265,Beaute & Soins,eligible_individuel,tous les critères individuels satisfaits,45,501,4,436.0,360,6,True,True,True,True,True,True
PRD000266,Maison & Cuisine,eligible_individuel,tous les critères individuels satisfaits,106,440,4,435.0,455,10,True,True,True,True,True,True
PRD000267,Alimentation & Epicerie,eligible_pooling_categorie,"historique individuel insuffisant (jours_promo_ok, niveaux_reels_ok, etalement_ok, mois_couverts_ok), catégorie utilisée",11,182,1,373.0,11,1,False,True,False,True,False,False
PRD000268,Maison & Cuisine,eligible_pooling_categorie,"historique individuel insuffisant (jours_promo_ok, jours_hors_promo_ok, volume_ok, etalement_ok), catégorie utilisée",11,24,2,44.0,11,2,False,False,True,False,False,True
PRD000269,Beaute & Soins,eligible_individuel,tous les critères individuels satisfaits,45,501,4,793.0,360,6,True,True,True,True,True,True
PRD000270,Maison & Cuisine,eligible_individuel,tous les critères individuels satisfaits,37,88,3,163.0,101,5,True,True,True,True,True,True
PRD000271,Electronique & High-Tech,eligible_pooling_categorie,"historique individuel insuffisant (jours_promo_ok, niveaux_reels_ok, etalement_ok), catégorie utilisée",14,105,1,144.0,14,2,False,True,False,True,False,True
PRD000272,Telephonie & Accessoires,eligible_individuel,tous les critères individuels satisfaits,42,298,4,768.0,137,5,True,True,True,True,True,True
PRD000273,Bebe & Enfant,eligible_individuel,tous les critères individuels satisfaits,80,466,6,739.0,412,9,True,True,True,True,True,True
PRD000274,Beaute & Soins,eligible_individuel,tous les critères individuels satisfaits,45,501,4,427.0,360,6,True,True,True,True,True,True
PRD000275,Alimentation & Epicerie,eligible_individuel,tous les critères individuels satisfaits,37,394,3,1194.0,348,6,True,True,True,True,True,True
PRD000276,Sport & Loisirs,eligible_individuel,tous les critères individuels satisfaits,73,389,4,634.0,355,7,True,True,True,True,True,True
PRD000277,Sport & Loisirs,eligible_pooling_categorie,"historique individuel insuffisant (jours_promo_ok), catégorie utilisée",22,203,2,140.0,63,3,False,True,True,True,True,True
PRD000278,Beaute & Soins,eligible_individuel,tous les critères individuels satisfaits,45,397,4,703.0,360,6,True,True,True,True,True,True
PRD000279,Electronique & High-Tech,eligible_individuel,tous les critères individuels satisfaits,65,481,3,762.0,460,7,True,True,True,True,True,True
PRD000280,Beaute & Soins,eligible_individuel,tous les critères individuels satisfaits,45,501,4,638.0,360,6,True,True,True,True,True,True
PRD000281,Beaute & Soins,eligible_individuel,tous les critères individuels satisfaits,45,501,4,421.0,360,6,True,True,True,True,True,True
PRD000282,Electronique & High-Tech,eligible_individuel,tous les critères individuels satisfaits,65,481,3,1073.0,460,7,True,True,True,True,True,True
PRD000283,Bebe & Enfant,eligible_individuel,tous les critères individuels satisfaits,40,335,5,431.0,238,5,True,True,True,True,True,True
PRD000284,Beaute & Soins,eligible_individuel,tous les critères individuels satisfaits,45,479,4,421.0,360,6,True,True,True,True,True,True
PRD000285,Electronique & High-Tech,eligible_individuel,tous les critères individuels satisfaits,65,468,3,731.0,460,7,True,True,True,True,True,True
PRD000286,Alimentation & Epicerie,eligible_pooling_categorie,"historique individuel insuffisant (jours_promo_ok, niveaux_reels_ok), catégorie utilisée",24,196,1,552.0,143,3,False,True,False,True,True,True
PRD000287,Bebe & Enfant,eligible_individuel,tous les critères individuels satisfaits,80,466,6,489.0,412,9,True,True,True,True,True,True
PRD000288,Sport & Loisirs,eligible_individuel,tous les critères individuels satisfaits,73,363,4,310.0,355,7,True,True,True,True,True,True
PRD000289,Telephonie & Accessoires,eligible_individuel,tous les critères individuels satisfaits,42,203,4,610.0,137,5,True,True,True,True,True,True
PRD000290,Electronique & High-Tech,eligible_pooling_categorie,"historique individuel insuffisant (jours_promo_ok, niveaux_reels_ok, etalement_ok), catégorie utilisée",14,189,1,179.0,14,2,False,True,False,True,False,True
PRD000291,Bebe & Enfant,eligible_individuel,tous les critères individuels satisfaits,80,466,6,532.0,412,9,True,True,True,True,True,True
PRD000292,Mode & Vetements,eligible_individuel,tous les critères individuels satisfaits,70,476,5,496.0,513,6,True,True,True,True,True,True
PRD000293,Sport & Loisirs,eligible_pooling_categorie,"historique individuel insuffisant (jours_promo_ok), catégorie utilisée",22,154,2,71.0,63,3,False,True,True,True,True,True
PRD000294,Maison & Cuisine,eligible_individuel,tous les critères individuels satisfaits,106,440,4,553.0,455,10,True,True,True,True,True,True
PRD000295,Sport & Loisirs,eligible_individuel,tous les critères individuels satisfaits,77,469,4,372.0,355,7,True,True,True,True,True,True
PRD000296,Telephonie & Accessoires,eligible_pooling_categorie,"historique individuel insuffisant (etalement_ok), catégorie utilisée",31,126,3,290.0,46,3,True,True,True,True,False,True
PRD000297,Alimentation & Epicerie,eligible_individuel,tous les critères individuels satisfaits,44,502,3,762.0,393,8,True,True,True,True,True,True
PRD000298,Bebe & Enfant,eligible_individuel,tous les critères individuels satisfaits,73,445,6,357.0,405,8,True,True,True,True,True,True
PRD000299,Telephonie & Accessoires,eligible_individuel,tous les critères individuels satisfaits,103,443,5,1276.0,457,11,True,True,True,True,True,True
